schema_version,session_id,ts_utc_ms,elapsed_ms,source,metric,value,unit,status,reason,scope,sample_count
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673125000,23386,presentmon,gpu_busy_p95_ms,23.0667,ms,ok,,process,46
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673128710,27096,windows_pdh,process_gpu_pct,99.24255953432116,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673128710,27096,nvidia-smi,device_gpu_util_pct,97.0,percent,ok,,device,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673128710,27096,nvidia-smi,device_vram_used_mb,4967.0,MiB,ok,,device,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673128710,27096,nvidia-smi,device_gpu_temperature_c,65.0,celsius,ok,,device,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673128710,27096,nvidia-smi,device_gpu_power_w,148.22,watt,ok,,device,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673128710,27096,nvidia-smi,device_gpu_clock_mhz,1965.0,MHz,ok,,device,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673129716,28102,psutil,process_cpu_pct_raw,632.8,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673129716,28102,psutil,process_cpu_pct,31.639999999999997,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673129716,28102,psutil,process_memory_mb,7878.375,MiB,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673129716,28102,win32_foreground,game_foreground,1.0,boolean,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673126000,24386,presentmon,app_fps,49.55209958313538,fps,ok,,process,49
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673126000,24386,presentmon,frame_time_avg_ms,20.180779591836735,ms,ok,,process,49
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673126000,24386,presentmon,frame_time_p95_ms,25.303,ms,ok,,process,49
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673126000,24386,presentmon,gpu_busy_median_ms,19.7837,ms,ok,,process,49
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673126000,24386,presentmon,gpu_busy_p95_ms,20.3829,ms,ok,,process,49
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673129716,28102,windows_pdh,process_gpu_pct,99.09888660020171,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673130706,29092,psutil,process_cpu_pct_raw,621.9,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673130706,29092,psutil,process_cpu_pct,31.095,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673130706,29092,psutil,process_memory_mb,7878.78515625,MiB,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673130706,29092,win32_foreground,game_foreground,1.0,boolean,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673127000,25386,presentmon,app_fps,48.95016872823466,fps,ok,,process,49
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673127000,25386,presentmon,frame_time_avg_ms,20.428938775510204,ms,ok,,process,49
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673127000,25386,presentmon,frame_time_p95_ms,26.7667,ms,ok,,process,49
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673127000,25386,presentmon,gpu_busy_median_ms,20.1347,ms,ok,,process,49
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673127000,25386,presentmon,gpu_busy_p95_ms,21.7932,ms,ok,,process,49
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673130706,29092,windows_pdh,process_gpu_pct,98.70706049848503,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673131712,30098,psutil,process_cpu_pct_raw,707.8,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673131712,30098,psutil,process_cpu_pct,35.39,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673131712,30098,psutil,process_memory_mb,7881.57421875,MiB,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673131712,30098,win32_foreground,game_foreground,1.0,boolean,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673128000,26386,presentmon,app_fps,48.08957645406098,fps,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673128000,26386,presentmon,frame_time_avg_ms,20.79452708333333,ms,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673128000,26386,presentmon,frame_time_p95_ms,25.7968,ms,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673128000,26386,presentmon,gpu_busy_median_ms,20.595100000000002,ms,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673128000,26386,presentmon,gpu_busy_p95_ms,21.6821,ms,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673131712,30098,windows_pdh,process_gpu_pct,98.47639819719615,percent,ok,,process,
